Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
Tetradecane,629-59-4,SLB5ms,-89.963,11291.0,11.503,172.98,32.312,95.64,-59150.0,-88.57,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,-98.123,11625.0,12.703,170.0,32.755,105.62,-58300.0,-87.61,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,-102.21,12296.0,13.197,184.14,33.397,109.73,-62390.0,-93.23,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,-108.39,13095.0,13.989,197.44,34.008,116.31,-66640.0,-99.29,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,-113.01,13798.0,14.559,210.06,34.526,121.05,-70760.0,-105.03,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,-77.682,9260.0,10.026,127.36,30.586,83.36,-46720.0,-71.13,90.0,0.001,NaN,McGinitie2011,String[],alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,-81.782,9941.8,10.519,143.86,31.303,87.46,-50900.0,-76.95,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tridecane,629-50-5,SLB5ms,-87.5,10713.0,11.244,159.22,31.949,93.49,-55120.0,-82.92,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,-93.31,11488.0,11.983,173.7,32.552,99.63,-59340.0,-88.89,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,-100.89,11785.0,13.101,170.7,32.997,108.93,-58430.0,-87.79,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,-105.86,12507.0,13.722,184.9,33.721,114.09,-62560.0,-93.52,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,-109.79,13171.0,14.195,198.28,34.303,118.02,-66650.0,-99.16,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,-114.25,13863.0,14.742,210.96,34.843,122.57,-70750.0,-104.85,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,-77.655,9257.2,10.025,127.73,30.678,83.35,-46700.0,-70.98,90.0,0.001,NaN,McGinitie2011,String[],alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,-81.974,9949.6,10.55,144.32,31.429,87.72,-50870.0,-76.76,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tridecane,629-50-5,SLB5ms,-87.067,10683.0,11.187,159.68,32.071,93.01,-55050.0,-82.63,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,-92.853,11456.0,11.923,174.25,32.697,99.13,-59250.0,-88.54,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,-101.85,11840.0,13.244,171.84,33.303,110.12,-58450.0,-87.57,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,-104.9,12441.0,13.594,186.01,34.013,113.03,-62390.0,-92.85,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,-105.91,12931.0,13.651,199.38,34.453,113.5,-66300.0,-98.01,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,-109.39,13569.0,14.059,212.01,34.88,116.89,-70370.0,-103.6,90.0,0.001,NaN,McGinitie2011,String[],alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,-72.21,8947.5,9.2513,128.88,30.915,76.92,-46460.0,-70.04,90.0,0.001,NaN,McGinitie2011,String[],alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,-78.444,9741.5,10.054,145.42,31.662,83.59,-50640.0,-75.88,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tridecane,629-50-5,SLB5ms,-84.626,10535.0,10.847,160.94,32.342,90.19,-54840.0,-81.78,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,-90.616,11318.0,11.612,175.38,32.93,96.55,-59040.0,-87.73,90.0,0.001,NaN,McGinitie2011,String[],alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,-86.096,10979.0,11.001,174.61,33.121,91.47,-58070.0,-85.17,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,-98.346,12122.0,12.661,188.68,33.991,105.27,-62560.0,-91.88,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,-100.39,12667.0,12.867,201.84,34.416,106.98,-66470.0,-97.08,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,-102.62,13222.0,13.1,214.34,34.765,108.92,-70380.0,-102.27,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,-79.938,9381.3,10.383,131.39,31.587,86.33,-46650.0,-69.41,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,-87.012,10229.0,11.303,148.07,32.448,93.98,-50920.0,-75.48,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alkane,alkanes,
Tridecane,629-50-5,SLB5ms,-93.869,11064.0,12.192,163.74,33.267,101.37,-55180.0,-81.54,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,-100.27,11872.0,13.016,178.47,34.029,108.22,-59410.0,-87.55,90.0,0.0009433962264150943,NaN,McGinitie2011,String[],alkane,alkanes,
2-Undecanone,112-12-9,Wax,-75.635,9841.2,9.6458,164.18,34.014,80.2,-52700.0,-75.9,90.0,0.001,NaN,McGinitie2012a,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Wax,-80.987,10535.0,10.331,177.54,34.551,85.9,-56400.0,-81.1,90.0,0.001,NaN,McGinitie2012a,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Wax,-86.422,11234.0,11.029,190.26,35.074,91.7,-60100.0,-86.3,90.0,0.001,NaN,McGinitie2012a,String[],alkanones,ketone,
1-Undecanol,112-42-5,Wax,-103.14,12564.0,13.302,193.86,34.335,110.6,-64300.0,-95.0,90.0,0.001,NaN,McGinitie2012a,String[],alcohol,alcohols,
1-Dodecanol,112-53-8,Wax,-107.02,13160.0,13.783,205.64,34.943,114.6,-67800.0,-99.7,90.0,0.001,NaN,McGinitie2012a,String[],alcohol,alcohols,
1-Tridecanol,112-70-9,Wax,-111.43,13770.0,14.336,215.36,35.27,119.2,-71200.0,-104.6,90.0,0.001,NaN,McGinitie2012a,String[],alcohol,alcohols,
dodecane,112-40-3,SPB50,-171.14,13936.0,23.71,135.74,39.42,197.14,-44280.0,-63.72,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
1-dodecanol,112-53-8,SPB50,-151.29,14783.0,20.356,192.26,40.799,169.25,-61450.0,-90.93,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
2-dodecanone,6175-49-1,SPB50,-150.73,14433.0,20.35,182.53,40.24,169.2,-58560.0,-86.65,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
Undecane,1120-21-4,SLB5ms,-76.423,9244.6,9.7914,121.88,29.023,81.41,-47300.0,-74.11,90.0,0.001,NaN,McGinitie2014a,String[],alkane,Grob,alkanes
dodecane,112-40-3,SLB5ms,-82.183,10024.0,10.523,138.31,29.733,87.49,-51570.0,-80.08,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
tridecane,629-50-5,SLB5ms,-86.524,10717.0,11.053,153.78,30.389,91.9,-55730.0,-85.77,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
tetradecane,629-59-4,SLB5ms,-95.258,11578.0,12.24,168.05,31.508,101.77,-59310.0,-90.33,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
2-undecanone,112-12-9,SLB5ms,-92.967,11003.0,12.003,153.22,30.891,99.8,-55240.0,-84.87,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
2-dodecanone,6175-49-1,SLB5ms,-80.176,10792.0,10.057,168.2,30.662,83.62,-59360.0,-90.08,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
2-tridecanone,593-08-8,SLB5ms,-103.6,12498.0,13.342,181.88,32.215,110.93,-63630.0,-96.55,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
1-undecanol,112-42-5,SLB5ms,-101.26,11861.0,13.104,164.77,31.323,108.95,-59050.0,-90.73,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-dodecanol,112-53-8,SLB5ms,-109.81,12800.0,14.233,178.91,32.103,118.34,-63450.0,-97.09,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-tridecanol,112-70-9,SLB5ms,-123.09,14028.0,16.034,192.8,33.113,133.31,-68220.0,-104.32,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-tetradecanol,112-72-1,SLB5ms,-121.18,14344.0,15.674,205.18,33.416,130.32,-71940.0,-109.01,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
Undecane,1120-21-4,Wax,-65.756,7618.1,8.4588,77.899,26.51,70.33,-37800.0,-61.81,90.0,0.001,NaN,McGinitie2014a,String[],alkane,Grob,alkanes
dodecane,112-40-3,Wax,-38.218,6656.6,4.3406,94.682,26.739,36.09,-42240.0,-68.93,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
tridecane,629-50-5,Wax,-35.185,6855.7,3.8391,110.64,27.366,31.92,-45410.0,-72.46,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
tetradecane,629-59-4,Wax,-62.133,8622.6,7.6878,125.78,28.646,63.92,-48480.0,-75.89,90.0,0.001,NaN,McGinitie2014a,String[],alkane,alkanes,
2-undecanone,112-12-9,Wax,-43.66,8035.5,5.031,157.24,31.556,41.83,-51620.0,-74.6,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
2-dodecanone,6175-49-1,Wax,-54.037,8948.2,6.4646,170.94,32.451,53.75,-54880.0,-78.69,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
2-tridecanone,593-08-8,Wax,-55.323,9343.4,6.5957,183.76,32.982,54.84,-57770.0,-81.87,90.0,0.001,NaN,McGinitie2014a,String[],alkanones,ketone,
1-undecanol,112-42-5,Wax,-63.047,10206.0,7.5675,187.4,31.558,62.92,-62010.0,-90.38,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-dodecanol,112-53-8,Wax,-72.833,11102.0,8.9074,199.12,32.347,74.06,-65410.0,-94.94,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-tridecanol,112-70-9,Wax,-79.047,11789.0,9.7372,210.38,33.018,80.96,-68620.0,-99.03,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
1-tetradecanol,112-72-1,Wax,-86.028,12524.0,10.674,221.18,33.717,88.75,-71900.0,-103.36,90.0,0.001,NaN,McGinitie2014a,String[],alcohol,alcohols,
Decane,124-18-5,SLB5ms,-17.912,5787.5,1.3843,107.4,27.528,11.51,-43940.0,-69.57,90.0,0.001,NaN,McGinitie2014b,String[],alkane,Grob,alkanes
1-Octanol,111-87-5,SLB5ms,-35.628,7133.0,3.8475,119.45,27.414,31.99,-47690.0,-75.66,90.0,0.001,NaN,McGinitie2014b,String[],alcohol,Grob,alcohols
Undecane,1120-21-4,SLB5ms,-30.751,6920.7,3.1535,124.69,27.934,26.22,-48020.0,-74.9,90.0,0.001,NaN,McGinitie2014b,String[],alkane,Grob,alkanes
Nonanal,124-19-6,SLB5ms,-28.26,6757.4,2.8132,125.91,28.261,23.39,-47690.0,-73.7,90.0,0.001,NaN,McGinitie2014b,String[],aldehyde,Grob,
"2,6-Dimethylphenol",576-26-1,SLB5ms,-99.687,10504.0,13.182,127.75,30.795,109.6,-47530.0,-73.17,90.0,0.001,NaN,McGinitie2014b,String[],aromatic,Grob,
2-Ethylhexanoic acid,149-57-5,SLB5ms,-14.473,6253.9,0.71803,125.32,26.606,5.97,-49830.0,-79.17,90.0,0.001,NaN,McGinitie2014b,String[],carboxylic acid,Grob,
"2,6-Dimethylaniline",87-62-7,SLB5ms,-41.063,7424.4,4.7459,139.19,31.098,39.46,-47400.0,-69.35,90.0,0.001,NaN,McGinitie2014b,String[],amine,aromatic,Grob
C10 acid methyl ester,110-42-9,SLB5ms,-59.272,9464.5,7.0684,159.11,29.153,58.77,-57350.0,-87.61,90.0,0.001,NaN,McGinitie2014b,String[],FAME,Grob,FAMEs
Dicyclohexylamine,101-83-7,SLB5ms,-46.998,8718.5,5.4315,178.07,32.484,45.16,-56090.0,-79.39,90.0,0.001,NaN,McGinitie2014b,String[],amine,Grob,
C11 acid methyl ester,1731-86-8,SLB5ms,-45.467,9041.9,5.037,173.2,29.326,41.88,-59970.0,-89.28,90.0,0.001,NaN,McGinitie2014b,String[],FAME,Grob,FAMEs
C12 acid methyl ester,111-82-0,SLB5ms,-73.837,11128.0,8.9964,186.61,30.232,74.8,-65360.0,-98.18,90.0,0.001,NaN,McGinitie2014b,String[],FAME,Grob,FAMEs
Naphthalene,91-20-3,Rxi17SilMS,-55.345,8245.0,6.8777,157.31,35.064,57.185,-47786.0,-65.886,90.0,0.001,52.0,Duong2022,String[],PAH,,
Acenaphthylene,208-96-8,Rxi17SilMS,-48.691,8775.0,5.8101,204.51,38.029,48.308,-55416.0,-71.766,90.0,0.001,54.0,Duong2022,String[],PAH,,
Acenaphthene,83-32-9,Rxi17SilMS,-51.254,9053.9,6.1442,207.59,37.887,51.086,-56727.0,-73.924,90.0,0.001,53.0,Duong2022,String[],PAH,,
Fluorene,86-73-7,Rxi17SilMS,-55.301,9652.0,6.6557,220.75,38.327,55.338,-60155.0,-78.254,90.0,0.001,49.0,Duong2022,String[],PAH,,
Phenanthrene,85-01-8,Rxi17SilMS,-63.807,10831.0,7.7736,251.47,40.759,64.633,-66582.0,-84.888,90.0,0.001,37.0,Duong2022,String[],PAH,,
Anthracene,120-12-7,Rxi17SilMS,-55.547,10312.0,6.6152,252.13,40.356,55.002,-65764.0,-82.616,90.0,0.001,43.0,Duong2022,String[],PAH,,
Fluoranthene,206-44-0,Rxi17SilMS,-53.6,10881.0,6.2696,286.09,42.41,52.128,-71538.0,-86.24,90.0,0.001,48.0,Duong2022,String[],PAH,,
Pyrene,129-00-0,Rxi17SilMS,-50.635,10768.0,5.8661,295.1,43.431,48.774,-71822.0,-84.717,90.0,0.001,43.0,Duong2022,String[],PAH,,
Benz[a]anthracene,56-55-3,Rxi17SilMS,-56.099,12091.0,6.4811,326.45,43.817,53.887,-80961.0,-94.889,90.0,0.001,33.0,Duong2022,String[],PAH,,
Chrysene,218-01-9,Rxi17SilMS,-56.423,12151.0,6.5252,329.02,44.101,54.254,-81330.0,-95.057,90.0,0.001,33.0,Duong2022,String[],PAH,,
Benzo[b]fluoranthene,205-99-2,Rxi17SilMS,-78.116,14486.0,9.4069,356.39,46.277,78.213,-92041.0,-110.23,90.0,0.001,26.0,Duong2022,String[],PAH,,
Benzo[k]fluoranthene,207-08-9,Rxi17SilMS,-78.129,14517.0,9.4029,356.85,46.188,78.18,-92309.0,-110.57,90.0,0.001,25.0,Duong2022,String[],PAH,,
Benzo[a]pyrene,50-32-8,Rxi17SilMS,-81.054,14877.0,9.8057,368.27,47.907,81.529,-94090.0,-111.79,90.0,0.001,25.0,Duong2022,String[],PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi17SilMS,-88.37,16110.0,10.723,393.38,49.565,89.155,-101570.0,-120.04,90.0,0.001,23.0,Duong2022,String[],PAH,,
"Dibenzo[a,h]anthracene",53-70-3,Rxi17SilMS,-99.049,17116.0,12.128,391.69,48.823,100.84,-105690.0,-128.29,90.0,0.001,23.0,Duong2022,String[],PAH,,
"Benzo[g,h,i]perylene",191-24-2,Rxi17SilMS,-71.267,14917.0,8.3881,399.69,48.821,69.742,-98699.0,-111.69,90.0,0.001,21.0,Duong2022,String[],PAH,,
Naphthalene,91-20-3,ZB-PAH-CT,145.84,-3113.1,-21.97,152.53,29.043,-182.67,-40453.0,-46.936,90.0,0.001,12.0,Duong2022,"[""A > 0"", ""B < 0"", ""C < 0""]",PAH,,
Acenaphthylene,208-96-8,ZB-PAH-CT,44.859,3539.4,-7.6833,184.58,29.692,-63.882,-52627.0,-67.479,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Acenaphthene,83-32-9,ZB-PAH-CT,107.0,304.36,-16.682,183.12,26.299,-138.7,-52901.0,-66.68,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Fluorene,86-73-7,ZB-PAH-CT,14.521,5744.1,-3.4258,201.18,30.531,-28.484,-58103.0,-75.657,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Phenanthrene,85-01-8,ZB-PAH-CT,80.906,2358.5,-12.92,221.44,27.961,-107.42,-58621.0,-67.979,90.0,0.001,6.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Anthracene,120-12-7,ZB-PAH-CT,81.975,2169.0,-13.009,225.33,28.714,-108.16,-57312.0,-64.17,90.0,0.001,16.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Fluoranthene,206-44-0,ZB-PAH-CT,17.541,6671.0,-3.9236,256.67,32.081,-32.623,-67312.0,-79.081,90.0,0.001,9.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Pyrene,129-00-0,ZB-PAH-CT,20.826,6497.0,-4.3626,263.19,32.553,-36.272,-67192.0,-76.938,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benz[a]anthracene,56-55-3,ZB-PAH-CT,-17.543,9795.2,0.92277,296.0,34.944,7.6724,-78656.0,-92.96,90.0,0.001,8.0,Duong2022,String[],PAH,,
Chrysene,218-01-9,ZB-PAH-CT,36.079,6262.1,-6.5647,293.18,32.138,-54.582,-71888.0,-76.355,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[b]fluoranthene,205-99-2,ZB-PAH-CT,17.907,7870.2,-4.0093,321.81,34.516,-33.335,-77542.0,-80.954,90.0,0.001,15.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[k]fluoranthene,207-08-9,ZB-PAH-CT,41.765,6302.2,-7.3443,319.07,32.927,-61.064,-74574.0,-73.77,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[a]pyrene,50-32-8,ZB-PAH-CT,25.133,7527.4,-5.025,327.29,34.19,-41.78,-77759.0,-79.098,90.0,0.001,8.0,Duong2022,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,ZB-PAH-CT,-55.231,13583.0,6.0911,359.73,41.172,50.644,-94547.0,-110.03,90.0,0.001,15.0,Duong2022,String[],PAH,,
"Dibenzo[a,h]anthracene",53-70-3,ZB-PAH-CT,-93.497,16475.0,11.327,362.95,43.648,94.176,-102780.0,-128.05,90.0,0.001,8.0,Duong2022,String[],PAH,,
"Benzo[g,h,i]perylene",191-24-2,ZB-PAH-CT,-15.308,10841.0,0.57344,359.69,38.222,4.7678,-88404.0,-94.403,90.0,0.001,8.0,Duong2022,String[],PAH,,
C8,111-65-9,Rxi17SilMS,-129.24,9823.1,18.032,45.508,24.905,149.92,-27229.0,-40.879,90.0,0.001,5.0,Marquart2020,String[],alkane,alkanes,
C9,111-84-2,Rxi17SilMS,-84.84,8125.4,11.395,65.781,26.946,94.747,-33151.0,-52.133,90.0,0.001,7.0,Marquart2020,String[],alkane,alkanes,
C10,124-18-5,Rxi17SilMS,-78.094,8310.9,10.273,85.071,27.71,85.412,-38083.0,-60.411,90.0,0.001,8.0,Marquart2020,String[],alkane,Grob,alkanes
C11,1120-21-4,Rxi17SilMS,-79.759,8905.5,10.388,102.86,28.28,86.37,-42679.0,-67.648,90.0,0.001,9.0,Marquart2020,String[],alkane,Grob,alkanes
C12,112-40-3,Rxi17SilMS,-84.548,9645.4,10.966,119.42,28.859,91.18,-47084.0,-74.299,90.0,0.001,11.0,Marquart2020,String[],alkane,alkanes,
C13,629-50-5,Rxi17SilMS,-85.281,10156.0,10.965,134.92,29.312,91.168,-51331.0,-80.478,90.0,0.001,11.0,Marquart2020,String[],alkane,alkanes,
C14,629-59-4,Rxi17SilMS,-68.032,9602.3,8.4074,149.55,29.541,69.903,-54453.0,-83.68,90.0,0.001,10.0,Marquart2020,String[],alkane,alkanes,
C15,629-62-9,Rxi17SilMS,-102.52,12032.0,13.238,163.32,30.464,110.07,-60064.0,-93.459,90.0,0.001,11.0,Marquart2020,String[],alkane,alkanes,
C16,544-76-3,Rxi17SilMS,-97.152,12156.0,12.381,176.25,30.635,102.94,-63691.0,-97.996,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C17,629-78-7,Rxi17SilMS,-103.86,12977.0,13.248,188.54,31.069,110.15,-67900.0,-104.09,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C18,593-45-3,Rxi17SilMS,-108.07,13647.0,13.76,200.23,31.415,114.41,-71919.0,-109.71,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C19,629-92-5,Rxi17SilMS,-107.18,13990.0,13.556,211.31,31.618,112.71,-75391.0,-113.97,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C20,112-95-8,Rxi17SilMS,-108.39,14459.0,13.652,221.86,31.821,113.51,-78994.0,-118.6,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C21,629-94-7,Rxi17SilMS,-122.79,15760.0,15.601,232.17,32.419,129.72,-83931.0,-126.55,90.0,0.001,7.0,Marquart2020,String[],alkanes,alkane,
C22,629-97-0,Rxi17SilMS,-109.28,15265.0,13.637,241.56,32.126,113.38,-85749.0,-126.85,90.0,0.001,11.0,Marquart2020,String[],alkanes,alkane,
C23,638-67-5,Rxi17SilMS,-108.91,15595.0,13.522,250.79,32.255,112.43,-88840.0,-130.36,90.0,0.001,11.0,Marquart2020,String[],alkanes,alkane,
C24,646-31-1,Rxi17SilMS,-110.2,16029.0,13.641,259.66,32.403,113.42,-92086.0,-134.29,90.0,0.001,10.0,Marquart2020,String[],alkanes,alkane,
C25,629-99-2,Rxi17SilMS,-112.36,16516.0,13.881,268.17,32.555,115.42,-95404.0,-138.42,90.0,0.001,9.0,Marquart2020,String[],alkanes,alkane,
C26,630-01-3,Rxi17SilMS,-111.42,16783.0,13.694,276.33,32.609,113.85,-98199.0,-141.35,90.0,0.001,8.0,Marquart2020,String[],alkanes,alkane,
C27,593-49-7,Rxi17SilMS,-117.93,17574.0,14.537,284.24,32.804,120.87,-102220.0,-147.15,90.0,0.001,8.0,Marquart2020,String[],alkane,alkanes,
C28,630-02-4,Rxi17SilMS,-127.22,18565.0,15.762,291.9,33.056,131.05,-106770.0,-154.16,90.0,0.001,7.0,Marquart2020,String[],alkanes,alkane,
C29,630-03-5,Rxi17SilMS,-135.87,19498.0,16.903,299.42,33.386,140.54,-111080.0,-160.67,90.0,0.001,6.0,Marquart2020,String[],alkane,alkanes,
C30,638-68-6,Rxi17SilMS,-147.13,20629.0,18.4,306.72,33.763,152.99,-115960.0,-168.49,90.0,0.001,6.0,Marquart2020,String[],alkanes,alkane,
Limonene,138-86-3,Rxi17SilMS,-75.098,8393.5,9.8499,106.2,30.903,81.897,-40046.0,-59.733,90.0,0.001,5.0,Marquart2020,String[],terpene,allergenic fragrances,
Linalool,78-70-6,Rxi17SilMS,-83.176,9508.6,10.803,120.72,29.529,89.817,-46441.0,-72.29,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,terpene,
Benzylalkohol,100-51-6,Rxi17SilMS,-76.414,9021.1,9.9236,129.2,32.194,82.509,-45042.0,-66.459,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,alcohol,
Geraniol,106-24-1,Rxi17SilMS,-88.825,10625.0,11.451,150.5,31.082,95.209,-53770.0,-82.087,90.0,0.001,9.0,Marquart2020,String[],terpene,allergenic fragrances,
Citral A,5392-40-5,Rxi17SilMS,-89.722,10681.0,11.59,152.75,31.575,96.361,-53811.0,-81.6,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Citral B,106-26-3,Rxi17SilMS,-93.768,11098.0,12.121,157.47,31.541,100.78,-55680.0,-84.778,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Cinnamaldehyde,104-55-2,Rxi17SilMS,-82.062,10505.0,10.503,174.33,34.497,87.329,-55627.0,-80.181,90.0,0.001,8.0,Marquart2020,String[],aldehyde,allergenic fragrances,
Eugenol,97-53-0,Rxi17SilMS,-87.064,11028.0,11.151,178.38,34.016,92.712,-58027.0,-84.653,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Isomethyl-alpha-Ionon,127-51-5,Rxi17SilMS,-89.477,11373.0,11.451,184.71,34.197,95.213,-59987.0,-87.478,90.0,0.001,9.0,Marquart2020,String[],allergenic fragrances,,
Isoeugenol,97-54-1,Rxi17SilMS,-87.012,11447.0,11.067,193.83,34.728,92.015,-61764.0,-89.034,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Unknown_1,,Rxi17SilMS,-114.01,14012.0,14.649,210.39,33.748,121.8,-72267.0,-108.09,90.0,0.001,8.0,Marquart2020,String[],,,
Unknown_2,,Rxi17SilMS,-111.38,13932.0,14.267,213.62,33.91,118.62,-72761.0,-108.2,90.0,0.001,9.0,Marquart2020,String[],,,
Unknown_3,,Rxi17SilMS,-108.96,13729.0,13.972,219.94,35.552,116.17,-71957.0,-104.94,90.0,0.001,9.0,Marquart2020,String[],,,
Benzylbenzoate,120-51-4,Rxi17SilMS,-96.905,13299.0,12.267,241.68,37.953,101.99,-73534.0,-102.47,90.0,0.001,10.0,Marquart2020,String[],allergenic fragrances,,
Benzylsalicylate,118-58-1,Rxi17SilMS,-95.396,13464.0,12.022,252.8,38.738,99.954,-75646.0,-104.0,90.0,0.001,10.0,Marquart2020,String[],ester,allergenic fragrances,
Benzylcinnamate,103-41-3,Rxi17SilMS,-111.42,15518.0,14.068,278.55,39.24,116.97,-86548.0,-119.91,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
Farnesol A,4602-84-0,Rxi17SilMS,-108.94,13698.0,13.933,210.18,33.545,115.85,-71825.0,-107.01,90.0,0.001,8.0,Marquart2020,String[],allergenic fragrances,,
Amylcinnamylalkohol A,101-85-9,Rxi17SilMS,-90.024,12533.0,11.279,213.44,33.608,93.779,-70153.0,-101.91,90.0,0.001,7.0,Marquart2020,String[],allergenic fragrances,,
