Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
Bromobenzene,108-86-1,Rxi5SilMS,-50.937,6712.5,6.494,99.601,32.374,53.994,-36203.0,-51.234,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Methyl benzoate,93-58-3,Rxi5SilMS,-63.178,8224.8,8.0433,128.56,32.316,66.876,-44099.0,-64.197,90.0,0.001,13.0,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi5SilMS,-47.494,6422.0,5.9959,90.431,31.162,49.853,-35292.0,-51.159,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,-75.657,8971.1,9.7816,122.35,30.655,81.329,-45055.0,-68.3,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,-54.181,7328.5,6.8703,119.43,33.278,57.123,-40189.0,-56.631,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi5SilMS,-70.409,8832.4,8.9952,128.23,30.852,74.79,-46277.0,-69.748,90.0,0.001,15.0,Brehmer2022,String[],aldehyde,Grob,
Chlorobenzene,108-90-7,Rxi5SilMS,-42.318,5898.8,5.3141,81.298,31.289,44.184,-33000.0,-47.208,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,-62.008,8205.1,7.8909,135.37,33.502,65.609,-44395.0,-63.203,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
Octan-2-ol,123-96-6,Rxi5SilMS,-65.813,8129.7,8.4218,109.39,29.816,70.022,-42166.0,-64.409,90.0,0.001,17.0,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,-67.971,8239.0,8.7786,117.09,31.64,72.989,-41997.0,-61.893,90.0,0.001,17.0,Brehmer2022,String[],allergenic fragrances,alcohol,
Phenyl acetate,122-79-2,Rxi5SilMS,-70.048,8489.6,9.0401,120.99,31.533,75.164,-43290.0,-64.172,90.0,0.001,14.0,Brehmer2022,String[],ester,,
2-Methylphenol,95-48-7,Rxi5SilMS,-77.992,8965.2,10.157,119.0,30.866,84.447,-43874.0,-66.214,90.0,0.001,16.0,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,-62.975,7263.0,8.2213,88.988,30.6,68.356,-35565.0,-52.3,90.0,0.001,13.0,Brehmer2022,String[],alcohol,,
Benzaldehyde,100-52-7,Rxi5SilMS,-62.864,7550.9,8.1563,104.77,31.962,67.815,-38155.0,-55.106,90.0,0.001,16.0,Brehmer2022,String[],allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,-62.992,8040.6,8.0656,123.99,32.604,67.061,-42500.0,-61.367,90.0,0.001,13.0,Brehmer2022,String[],phenones,aromatic,
Linalool,78-70-6,Rxi5SilMS,-76.926,9138.9,9.9525,127.76,31.217,82.749,-45935.0,-69.059,90.0,0.001,14.0,Brehmer2022,String[],allergenic fragrances,terpene,
Heptan-2-one,110-43-0,Rxi5SilMS,-62.986,7401.0,8.1531,88.024,29.272,67.788,-36918.0,-56.311,90.0,0.001,14.0,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,-61.535,7978.3,7.8727,128.79,33.56,65.457,-42565.0,-60.315,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,-81.664,9717.7,10.563,138.85,31.635,87.824,-48904.0,-73.462,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi5SilMS,-75.3,8516.4,9.8207,104.66,29.699,81.654,-41157.0,-63.092,90.0,0.001,16.0,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,-65.114,8321.8,8.3681,137.04,34.413,69.577,-43925.0,-61.672,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"1,2-Dimethylbenzene",95-47-6,Rxi5SilMS,-126.11,10270.0,17.564,96.698,36.247,146.04,-32355.0,-41.599,90.0,0.001,13.0,Brehmer2022,String[],BTEX,aromatic,
Ethylbenzene,100-41-4,Rxi5SilMS,-123.27,9897.2,17.224,89.926,36.18,143.21,-30284.0,-37.5,90.0,0.001,15.0,Brehmer2022,String[],BTEX,aromatic,
n-Octanal,124-13-0,Rxi17SilMS,-103.88,10299.0,13.845,105.34,28.314,115.11,-43831.0,-69.997,90.0,0.001,15.0,Brehmer2022,String[],aldehyde,,
2-Octanone,111-13-7,Rxi17SilMS,-101.18,10089.0,13.472,103.34,28.253,112.01,-43209.0,-68.931,90.0,0.001,14.0,Brehmer2022,String[],ketone,alkanones,
Octan-2-ol,123-96-6,Rxi17SilMS,-83.276,8966.6,10.933,99.402,28.364,90.905,-41540.0,-65.623,90.0,0.001,10.0,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi17SilMS,-82.015,9361.3,10.713,128.54,31.9,89.073,-45487.0,-67.771,90.0,0.001,11.0,Brehmer2022,String[],allergenic fragrances,alcohol,
"1,2-Dimethylbenzene",95-47-6,Rxi17SilMS,-61.233,7253.8,7.9308,89.118,29.958,65.94,-36365.0,-54.473,90.0,0.001,8.0,Brehmer2022,String[],BTEX,aromatic,
4-Fluoroaniline,371-40-4,Rxi17SilMS,-87.199,9555.0,11.476,124.41,31.658,95.415,-44795.0,-67.144,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Phenyl acetate,122-79-2,Rxi17SilMS,-89.43,9972.9,11.704,130.09,30.952,97.313,-47580.0,-72.601,90.0,0.001,14.0,Brehmer2022,String[],ester,,
1-Phenyl ethanol,98-85-1,Rxi17SilMS,-87.269,9735.3,11.446,130.85,31.935,95.169,-46383.0,-69.422,90.0,0.001,14.0,Brehmer2022,String[],alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi17SilMS,-81.936,9554.0,10.67,138.08,32.734,88.716,-47219.0,-69.574,90.0,0.001,14.0,Brehmer2022,String[],aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi17SilMS,-76.922,8575.6,10.128,115.88,32.649,84.209,-40721.0,-58.959,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
2-Methylphenol,95-48-7,Rxi17SilMS,-90.81,9840.2,11.973,126.96,31.703,99.547,-45665.0,-68.676,90.0,0.001,12.0,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi17SilMS,-76.301,8134.5,10.081,90.095,29.501,83.819,-37195.0,-56.488,90.0,0.001,14.0,Brehmer2022,String[],alcohol,,
Methyl hexanoate,106-70-7,Rxi17SilMS,-85.289,8922.9,11.233,89.375,27.095,93.397,-40272.0,-65.178,90.0,0.001,9.0,Brehmer2022,String[],FAME,FAMEs,
Bromobenzene,108-86-1,Rxi17SilMS,-73.143,8087.6,9.6455,104.09,31.987,80.197,-38120.0,-55.2,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
n-Heptanal,111-71-7,Rxi17SilMS,-93.493,9208.0,12.481,87.546,27.644,103.77,-38876.0,-61.875,90.0,0.001,13.0,Brehmer2022,String[],aldehyde,,
Benzaldehyde,100-52-7,Rxi17SilMS,-71.329,8402.2,9.2673,116.34,31.652,77.052,-41879.0,-61.799,90.0,0.001,12.0,Brehmer2022,String[],allergenic fragrances,aldehyde,
Ethylbenzene,100-41-4,Rxi17SilMS,-82.834,8227.0,11.096,81.076,29.203,92.253,-34901.0,-52.649,90.0,0.001,9.0,Brehmer2022,String[],BTEX,aromatic,
Acetophenone,98-86-2,Rxi17SilMS,-80.284,9425.8,10.436,135.79,32.42,86.768,-46861.0,-69.272,90.0,0.001,14.0,Brehmer2022,String[],phenones,aromatic,
Methyl benzoate,93-58-3,Rxi17SilMS,-82.42,9610.5,10.721,136.74,32.209,89.138,-47535.0,-70.691,90.0,0.001,15.0,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi17SilMS,-86.253,8675.7,11.525,91.656,29.765,95.827,-37334.0,-56.431,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi17SilMS,-86.113,9705.8,11.263,130.39,31.556,93.648,-46690.0,-70.295,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
Octan-1-ol,111-87-5,Rxi17SilMS,-99.44,10285.0,13.158,114.38,28.957,109.4,-45787.0,-72.471,90.0,0.001,14.0,Brehmer2022,String[],alcohol,Grob,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi17SilMS,-72.874,8350.9,9.5459,115.84,32.627,79.369,-40611.0,-58.675,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Cyclohexanone,108-94-1,Rxi17SilMS,-73.167,8138.6,9.6115,101.27,30.88,79.914,-38647.0,-57.348,90.0,0.001,13.0,Brehmer2022,String[],ketone,,
4-Methylphenol,106-44-5,Rxi17SilMS,-90.101,9914.2,11.843,130.6,31.761,98.468,-46673.0,-70.223,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi17SilMS,-68.37,8271.3,8.8688,124.28,33.276,73.739,-41993.0,-60.045,90.0,0.001,15.0,Brehmer2022,String[],aromatic,,
Linalool,78-70-6,Rxi17SilMS,-90.507,9931.4,11.846,120.1,29.327,98.493,-46807.0,-73.422,90.0,0.001,12.0,Brehmer2022,String[],allergenic fragrances,terpene,
Aniline,62-53-3,Rxi17SilMS,-77.688,8884.2,10.155,121.72,31.988,84.431,-43206.0,-63.799,90.0,0.001,14.0,Brehmer2022,String[],anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi17SilMS,-79.648,8967.4,10.419,116.45,30.926,86.631,-43099.0,-64.926,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Heptan-2-one,110-43-0,Rxi17SilMS,-89.404,8993.3,11.875,85.643,27.202,98.738,-38917.0,-62.567,90.0,0.001,12.0,Brehmer2022,String[],alkanones,ketone,
Nonan-2-one,821-55-6,Rxi17SilMS,-96.624,10331.0,12.701,120.2,29.002,105.6,-47545.0,-75.292,90.0,0.001,15.0,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi17SilMS,-73.419,9045.5,9.4819,142.38,33.82,78.837,-46579.0,-66.872,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi17SilMS,-92.669,10157.0,12.124,122.11,29.122,100.8,-47842.0,-75.481,90.0,0.001,12.0,Brehmer2022,String[],aldehyde,Grob,
1-Phenyl-2-propanol,698-87-3,Rxi17SilMS,-83.842,9815.0,10.904,142.51,32.707,90.662,-48683.0,-72.004,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
Hexan-1-ol,111-27-3,Rxi17SilMS,-96.281,9117.0,12.939,78.012,26.964,107.58,-36735.0,-58.762,90.0,0.001,12.0,Brehmer2022,String[],alcohols,alcohol,
Chlorobenzene,108-90-7,Rxi17SilMS,-77.456,7921.8,10.336,82.751,29.851,85.937,-34658.0,-51.49,90.0,0.001,11.0,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi17SilMS,-76.37,9331.7,9.884,147.83,34.275,82.18,-47745.0,-68.359,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi17SilMS,-89.473,10322.0,11.655,146.21,32.364,96.906,-50627.0,-75.773,90.0,0.001,13.0,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi17SilMS,-79.554,9546.6,10.334,149.33,34.452,85.919,-48173.0,-69.053,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi17SilMS,-86.751,9284.5,11.455,113.06,30.689,95.245,-42607.0,-64.59,90.0,0.001,14.0,Brehmer2022,String[],aromatic,,
n-Octanal,124-13-0,Rxi5SilMS,-69.572,8318.8,8.9687,131.41,34.895,74.57,-42086.0,-64.304,90.0,0.002,14.0,Brehmer2022,String[],aldehyde,,
2-Octanone,111-13-7,Rxi5SilMS,-66.351,8090.4,8.5123,128.51,34.537,70.776,-41565.0,-63.685,90.0,0.002,15.0,Brehmer2022,String[],ketone,alkanones,
Octan-2-ol,123-96-6,Rxi5SilMS,-69.295,8346.2,8.9051,130.14,34.207,74.041,-42506.0,-65.646,90.0,0.002,13.0,Brehmer2022,String[],alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,-70.533,8393.8,9.136,139.58,36.847,75.961,-42204.0,-62.708,90.0,0.002,10.0,Brehmer2022,String[],allergenic fragrances,alcohol,
4-Fluoroaniline,371-40-4,Rxi5SilMS,-68.39,8134.8,8.8551,133.03,36.355,73.625,-40899.0,-60.993,90.0,0.002,14.0,Brehmer2022,String[],aromatic,,
Phenyl acetate,122-79-2,Rxi5SilMS,-67.752,8382.6,8.6952,143.16,36.39,72.296,-43442.0,-64.85,90.0,0.002,13.0,Brehmer2022,String[],ester,,
1-Phenyl ethanol,98-85-1,Rxi5SilMS,-70.462,8506.3,9.1023,144.72,37.13,75.681,-43242.0,-64.049,90.0,0.002,13.0,Brehmer2022,String[],alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,-66.392,8453.1,8.4886,153.47,37.67,70.579,-44652.0,-65.388,90.0,0.002,12.0,Brehmer2022,String[],aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi5SilMS,-62.852,7670.3,8.1228,132.88,37.706,67.537,-39248.0,-56.925,90.0,0.002,15.0,Brehmer2022,String[],aromatic,,
2-Methylphenol,95-48-7,Rxi5SilMS,-78.745,9022.5,10.252,140.75,35.846,85.24,-44062.0,-67.01,90.0,0.002,14.0,Brehmer2022,String[],aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,-70.512,7794.1,9.2481,110.47,34.656,76.893,-36880.0,-56.106,90.0,0.002,13.0,Brehmer2022,String[],alcohol,,
Bromobenzene,108-86-1,Rxi5SilMS,-53.23,6858.3,6.8084,122.29,37.534,56.608,-36466.0,-52.272,90.0,0.002,15.0,Brehmer2022,String[],aromatic,,
n-Heptanal,111-71-7,Rxi5SilMS,-63.105,7498.1,8.138,111.5,33.873,67.663,-37771.0,-58.162,90.0,0.002,13.0,Brehmer2022,String[],aldehyde,,
Benzaldehyde,100-52-7,Rxi5SilMS,-51.427,6949.7,6.491,127.22,36.841,53.969,-38184.0,-55.477,90.0,0.002,13.0,Brehmer2022,String[],allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,-62.506,8022.0,7.9866,147.12,37.858,66.405,-42584.0,-61.855,90.0,0.002,15.0,Brehmer2022,String[],phenones,aromatic,
Methyl benzoate,93-58-3,Rxi5SilMS,-63.179,8224.7,8.0385,151.67,37.522,66.836,-44113.0,-64.474,90.0,0.002,13.0,Brehmer2022,String[],ester,,
Styrene,100-42-5,Rxi5SilMS,-53.694,6801.7,6.863,111.89,35.645,57.062,-35831.0,-53.008,90.0,0.002,15.0,Brehmer2022,String[],aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,-81.829,9319.8,10.661,144.18,35.757,88.638,-45300.0,-69.222,90.0,0.002,12.0,Brehmer2022,String[],aromatic,,
Octan-1-ol,111-87-5,Rxi5SilMS,-76.932,9091.2,9.9346,143.06,34.952,82.601,-45592.0,-70.129,90.0,0.002,12.0,Brehmer2022,String[],alcohol,Grob,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,-54.365,7260.2,6.897,137.16,38.002,57.345,-39540.0,-56.63,90.0,0.002,12.0,Brehmer2022,String[],aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,-57.491,6973.0,7.4304,112.83,36.292,61.78,-35541.0,-52.048,90.0,0.002,14.0,Brehmer2022,String[],ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,-80.06,9214.0,10.409,144.12,35.749,86.547,-45180.0,-68.927,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,-59.214,7612.5,7.5861,143.09,38.892,63.075,-40388.0,-57.447,90.0,0.002,15.0,Brehmer2022,String[],aromatic,,
Linalool,78-70-6,Rxi5SilMS,-68.609,8709.3,8.7381,149.65,35.646,72.652,-46030.0,-69.523,90.0,0.002,11.0,Brehmer2022,String[],allergenic fragrances,terpene,
Aniline,62-53-3,Rxi5SilMS,-61.671,7594.9,7.9404,129.14,36.776,66.02,-39173.0,-57.564,90.0,0.002,15.0,Brehmer2022,String[],anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,-62.04,8000.4,7.9073,144.69,37.176,65.745,-42644.0,-62.53,90.0,0.002,12.0,Brehmer2022,String[],aromatic,,
Heptan-2-one,110-43-0,Rxi5SilMS,-59.87,7274.3,7.6756,108.15,33.442,63.818,-37306.0,-57.769,90.0,0.002,14.0,Brehmer2022,String[],alkanones,ketone,
Nonan-2-one,821-55-6,Rxi5SilMS,-74.523,9009.4,9.5884,147.41,35.538,79.722,-45957.0,-69.95,90.0,0.002,14.0,Brehmer2022,String[],alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,-59.081,7851.7,7.5104,152.56,38.937,62.445,-42606.0,-60.685,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
n-Nonanal,124-19-6,Rxi5SilMS,-71.171,8871.2,9.1013,150.25,35.726,75.672,-46279.0,-70.006,90.0,0.002,13.0,Brehmer2022,String[],aldehyde,Grob,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,-66.334,8542.8,8.4691,159.12,38.277,70.416,-45457.0,-66.023,90.0,0.002,14.0,Brehmer2022,String[],aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,-68.46,7676.8,8.9169,102.92,32.713,74.139,-36905.0,-58.032,90.0,0.002,15.0,Brehmer2022,String[],alcohols,alcohol,
Chlorobenzene,108-90-7,Rxi5SilMS,-55.197,6641.0,7.1435,102.66,35.699,59.395,-33647.0,-49.421,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,-54.35,7775.9,6.7882,159.44,38.669,56.44,-44157.0,-62.746,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,-78.428,9531.5,10.095,161.42,36.71,83.937,-48767.0,-73.351,90.0,0.002,11.0,Brehmer2022,String[],aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,-63.459,8271.3,8.1008,159.58,39.29,67.354,-44312.0,-63.234,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
Phenol,108-95-2,Rxi5SilMS,-80.635,8835.2,10.57,125.23,34.32,87.882,-41545.0,-64.506,90.0,0.002,13.0,Brehmer2022,String[],aromatic,,
PCB 28,7012-37-5,Rxi5SilMS,-29.121,8465.4,2.9056,239.52,37.678,24.159,-61612.0,-75.556,90.0,0.001,14.0,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi5SilMS,-37.294,9284.1,3.9883,246.13,37.383,33.161,-65150.0,-81.445,90.0,0.001,14.0,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi5SilMS,-64.012,11648.0,7.6106,263.8,38.128,63.278,-73871.0,-95.932,90.0,0.001,13.0,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi5SilMS,-83.604,13656.0,10.229,286.36,39.461,85.047,-82659.0,-108.74,90.0,0.001,16.0,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi5SilMS,-77.178,13067.0,9.3566,280.64,38.893,77.795,-80393.0,-105.31,90.0,0.001,15.0,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi5SilMS,-82.719,13977.0,10.051,299.31,39.853,83.57,-85862.0,-111.56,90.0,0.001,15.0,Brehmer2022,String[],PCB,,
PCB 138 Std,35065-28-2,Rxi5SilMS,-78.115,13193.0,9.4938,286.76,39.799,78.936,-81023.0,-105.24,90.0,0.001,9.0,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi17SilMS,-157.74,17354.0,20.808,257.18,44.513,173.01,-81458.0,-118.67,90.0,0.001,10.0,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi17SilMS,-198.04,20421.0,26.334,263.82,45.906,218.95,-90279.0,-136.98,90.0,0.001,10.0,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi17SilMS,-130.46,16483.0,16.811,279.55,42.476,139.77,-86289.0,-120.98,90.0,0.001,11.0,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi17SilMS,-148.22,18515.0,19.145,306.81,45.383,159.18,-96134.0,-134.86,90.0,0.001,11.0,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi17SilMS,-98.217,14855.0,12.233,294.65,40.764,101.71,-86573.0,-115.36,90.0,0.001,10.0,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi17SilMS,-132.88,17902.0,16.935,316.48,43.914,140.8,-97715.0,-133.98,90.0,0.001,11.0,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi5SilMS,-101.55,13300.0,13.001,269.33,47.105,108.1,-71330.0,-98.992,90.0,0.002,11.0,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi5SilMS,-108.61,14057.0,13.925,276.1,47.072,115.78,-74832.0,-104.77,90.0,0.002,12.0,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi5SilMS,-111.16,14804.0,14.179,294.81,47.78,117.89,-80277.0,-111.41,90.0,0.002,10.0,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi5SilMS,-107.39,15187.0,13.561,318.7,48.915,112.75,-85325.0,-115.53,90.0,0.002,11.0,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi5SilMS,-106.02,14985.0,13.377,312.05,47.854,111.22,-84199.0,-114.6,90.0,0.002,10.0,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi5SilMS,-95.041,14747.0,11.783,330.9,47.826,97.972,-87035.0,-114.72,90.0,0.002,9.0,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi17SilMS,-139.69,16193.0,18.278,256.41,43.051,151.97,-79449.0,-113.69,90.0,0.001,6.0,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi17SilMS,-139.24,16484.0,18.139,262.17,42.307,150.82,-82283.0,-117.82,90.0,0.001,7.0,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi17SilMS,-121.2,15842.0,15.529,279.52,42.073,129.11,-84829.0,-117.53,90.0,0.001,9.0,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi17SilMS,-64.362,12648.0,7.5419,303.32,40.037,62.707,-82389.0,-102.78,90.0,0.001,9.0,Brehmer2022,String[],PCB,,
PCB 138 Std,35065-28-2,Rxi17SilMS,-93.892,14681.0,11.639,305.12,42.058,96.773,-86924.0,-113.43,90.0,0.001,8.0,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi17SilMS,-72.482,13036.0,8.6783,294.31,39.699,72.156,-82184.0,-105.15,90.0,0.001,9.0,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi17SilMS,-119.47,16960.0,15.082,316.06,43.001,125.4,-95475.0,-128.71,90.0,0.001,11.0,Brehmer2022,String[],PCB,,
Propiophenone,93-55-0,Rxi17SilMS,-118.27,11800.0,15.878,154.16,36.408,132.02,-50168.0,-73.154,90.0,0.001,12.0,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi17SilMS,-108.58,11653.0,14.39,165.94,36.145,119.65,-53435.0,-77.815,90.0,0.001,11.0,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi17SilMS,-126.39,13172.0,16.817,180.35,37.085,139.82,-58742.0,-86.832,90.0,0.001,11.0,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi17SilMS,-124.58,13543.0,16.449,193.72,37.169,136.76,-62942.0,-92.885,90.0,0.001,10.0,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi17SilMS,-95.773,12296.0,12.25,205.11,35.534,101.85,-65244.0,-94.041,90.0,0.001,7.0,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi17SilMS,-122.99,14383.0,16.012,217.92,36.987,133.13,-71239.0,-104.66,90.0,0.001,8.0,Brehmer2022,String[],phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,-65.225,8601.7,8.2885,164.74,38.564,68.914,-46492.0,-67.163,90.0,0.002,13.0,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,-67.387,9101.8,8.5198,179.18,38.985,70.837,-49952.0,-71.878,90.0,0.002,12.0,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,-72.815,9861.0,9.2023,195.13,39.499,76.512,-54203.0,-77.881,90.0,0.002,11.0,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,-78.949,10671.0,9.9819,210.01,39.917,82.994,-58585.0,-84.192,90.0,0.002,9.0,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,-95.076,12099.0,12.172,224.31,40.947,101.2,-63843.0,-92.717,90.0,0.002,8.0,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,-107.69,13312.0,13.866,238.12,42.007,115.29,-68815.0,-100.49,90.0,0.002,7.0,Brehmer2022,String[],phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,-76.214,9179.7,9.8883,141.63,33.878,82.216,-46467.0,-66.817,90.0,0.001,14.0,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,-78.035,9675.8,10.064,155.77,34.326,83.673,-50063.0,-71.91,90.0,0.001,13.0,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,-79.691,10231.0,10.201,171.32,34.674,84.815,-54266.0,-77.806,90.0,0.001,12.0,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,-79.987,10704.0,10.146,185.82,34.833,84.36,-58364.0,-83.398,90.0,0.001,11.0,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,-88.13,11644.0,11.207,199.45,35.186,93.177,-62976.0,-90.314,90.0,0.001,9.0,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,-96.662,12618.0,12.319,212.34,35.512,102.42,-67715.0,-97.498,90.0,0.001,8.0,Brehmer2022,String[],phenones,phenone,
Glyceryl triacetate,102-76-1,Rxi17SilMS,-499.15,37266.0,69.033,173.1,30.824,573.97,-101410.0,-192.74,90.0,0.001,6.0,Brehmer2022,String[],triglyceride,,
Glyceryl tributyrate,60-01-5,Rxi17SilMS,-257.95,24417.0,34.55,229.76,35.923,287.27,-98689.0,-164.03,90.0,0.001,10.0,Brehmer2022,String[],triglyceride,,
Glyceryl trihexanoate,621-70-5,Rxi17SilMS,-188.84,22064.0,24.456,279.28,35.679,203.34,-109610.0,-168.13,90.0,0.001,14.0,Brehmer2022,String[],triglyceride,,
Glyceryl trioctanoate,538-23-8,Rxi17SilMS,-211.38,25948.0,27.112,318.75,35.386,225.42,-133880.0,-203.29,90.0,0.001,20.0,Brehmer2022,String[],triglyceride,,
